id,type,formId,sectionId,parentId,order,label,apiName,custom,uuid,height,page,width,x,y,unifiedFieldId
810351,TextField,19984,7460,,2,,trust-information_successor-2,FALSE,46bd14c8-94cc-46b2-9827-1d7e49e142d5,16,1,261,51,638,
810353,TextField,19984,7460,,3,,trust-information_successor-3,FALSE,ee3438a2-a168-48b1-b49d-17cfd64576b0,16,1,261,314,657,
810355,TextField,19984,7460,,4,,trust-information_successor-4,FALSE,64fc8564-a924-43d3-928f-2f29baa1e342,16,1,261,314,638,
810361,RadioButton,19984,7460,810310,1,Agree,trust-information_affiliation__agree,FALSE,919097ac-34f3-4539-aa65-c9685e8c4edf,,,,,,
810362,RadioButton,19984,7460,810312,1,"ALL of the Trustees, acting together",trust-information_required__acting-alone,FALSE,f73c6217-62e1-440a-b45f-b7f1ac6e9bd8,,,,,,
810363,RadioButton,19984,7460,810317,1,Living,trust-information_living-deceased-1__living,FALSE,ddd373a0-dec9-463b-b66c-e19053e5e59a,,,,,,
810364,RadioButton,19984,7460,810310,2,Disagree,trust-information_affiliation__disagree,FALSE,15773b4d-f880-423e-84c9-25b3c8e26041,,,,,,
810365,RadioButton,19984,7460,810312,2,"ANY of the current Trustees, acting together",trust-information_required__acting-together,FALSE,7e36ece4-d641-46cc-8dc9-3f3ba0e9d0ad,,,,,,
810366,RadioButton,19984,7460,810317,2,Deceased,trust-information_living-deceased-1__deceased,FALSE,45dc2f41-a4f8-4db6-82b3-f4249b4d36a9,,,,,,
810367,RadioButton,19984,7460,810322,1,Living,trust-information_living-deceased-2__living,FALSE,da1e4c8d-38e0-47b3-8081-c4c342e8f0d3,,,,,,
810368,RadioButton,19984,7460,810312,3,Other,trust-information_required__other,FALSE,d20bf4c2-3cfd-459a-8ebd-f715cccba36e,,,,,,
810369,RadioButton,19984,7460,810326,1,Revocable,trust-information_type__revocable,FALSE,880f43c3-a4a8-481d-a1f9-ea4c8d39f100,,,,,,
810370,RadioButton,19984,7460,810322,2,Deceased,trust-information_living-deceased-2__deceased,FALSE,1fa60c42-5883-4cac-b198-0bbb1b93d482,,,,,,
810371,RadioButton,19984,7460,810326,2,Irrevocable,trust-information_type__irrevocable,FALSE,7f055bca-3ddc-4a68-a1f5-e7810d08a514,,,,,,
810372,RadioButton,19984,7460,810330,1,The Trust Tax Identification Number (TIN) is,trust-information_trusttin__has-number,FALSE,4be54512-b415-4f34-8895-7a31ab137cb9,,,,,,
810373,RadioButton,19984,7460,810326,3,Charitable Remainder,trust-information_type__charitable-remainder,FALSE,1844aa35-a935-48d9-8dfe-2a5f6bb520b9,,,,,,
810374,RadioButton,19984,7460,810330,2,The Trust does not have a separate Tax Identification Number (TIN) and the personal TIN of the First Settlor/Grantor listed below is used,trust-information_trusttin__no-number,FALSE,faffe8d0-470f-4509-ac59-1b493a0e51c7,,,,,,
810316,Checkbox,19984,7461,,1,"Check here if no individual will receive 25% or more of the Trust proceeds. If checked, go to Section C",beneficial-owner_proceeds,FALSE,78cb6161-1ced-49ba-ab5f-35478e1929d5,12,1,12,36,287,
810319,TextField,19984,7461,810321,1,Date of Birth,beneficial-owner_dob-1,FALSE,3bcb71d4-fd42-4fe4-86f1-64771fe6b657,25,1,72,243,199,
810321,TextField,19984,7461,,2,Name,beneficial-owner_name-1,FALSE,1fb3831e-8e66-4ad8-960a-b4fb7c27f388,25,1,203,37,199,
810323,TextField,19984,7461,810321,2,Social Security Number,beneficial-owner_ssn-1,FALSE,26f122cc-874d-48a9-8800-3600878aa637,25,1,112,318,199,
810324,TextField,19984,7461,810321,3,For Foreign Person(s): Passport Number and Country of Issuance or other similar identification number*,beneficial-owner_foregin-id-1,FALSE,07b41d36-3568-4259-8373-f265a84c4386,25,1,140,433,199,
810325,TextField,19984,7461,810328,1,Date of Birth,beneficial-owner_dob-2,FALSE,4eb5b352-af88-42d1-97c8-d8f014b805a2,25,1,72,243,172,
810328,TextField,19984,7461,,3,Name,beneficial-owner_name-2,FALSE,09f19823-b826-407d-b477-8c4f42554eed,25,1,203,37,172,
810331,TextField,19984,7461,810328,2,Social Security Number,beneficial-owner_ssn-2,FALSE,6bee6070-f0f9-47fe-8d10-401d97c464d3,25,1,112,318,172,
810332,TextField,19984,7461,810328,3,For Foreign Person(s): Passport Number and Country of Issuance or other similar identification number*,beneficial-owner_foreign-id-2,FALSE,0e4b6371-35e9-4d8f-b906-0eeb91e03ad4,25,1,140,433,172,
810334,TextField,19984,7461,,4,Name,beneficial-owner_name-3,FALSE,26c46b46-1c19-4335-9513-7f2e113173bc,25,1,203,37,145,
810338,TextField,19984,7461,810334,1,Date of Birth,beneficial-owner_dob-3,FALSE,8b864e34-ea9a-4202-889a-aeaf7a0b104f,25,1,72,243,145,
810342,TextField,19984,7461,810334,2,Social Security Number,beneficial-owner_ssn-3,FALSE,e3ae10dd-04d8-46be-bb31-cb2f4dbb0075,25,1,112,318,145,
810348,TextField,19984,7461,810334,3,For Foreign Person(s): Passport Number and Country of Issuance or other similar identification number*,beneficial-owner_foreign-id-3,FALSE,c4af0762-9752-47e6-9e83-7101ded6b768,25,1,140,433,145,
810352,TextField,19984,7461,,5,Name,beneficial-owner_name-4,FALSE,e3997876-c7ce-4bdf-bc1c-12300535b73f,25,1,203,37,118,
810354,TextField,19984,7461,810352,1,Date of Birth,beneficial-owner_dob-4,FALSE,52f0bf4a-b6a1-41a5-a576-c443e5782f03,25,1,72,243,118,
810357,TextField,19984,7461,810352,2,Social Security Number,beneficial-owner_ssn-4,FALSE,9b40ee92-6ed1-4841-a191-9fd2387b644c,25,1,112,318,118,
810359,TextField,19984,7461,810352,3,For Foreign Person(s): Passport Number and Country of Issuance or other similar identification number*,beneficial-owner_foreign-id-4,FALSE,1451d66b-3bea-41f0-bb89-fae81583db4a,25,1,140,433,118,
810335,SignatureDate,19984,7462,810360,1,Date,trustee-certification_date-2,FALSE,44e77f96-ae71-4f26-b188-b53ce71aa8a0,22,2,76,498,149,
810336,Signature,19984,7462,,3,Signature of Trustee,trustee-certification_signature-3,FALSE,f7c188e4-0c5d-45d9-adcf-c342f33be919,22,2,185,43,81,
810339,SignatureDate,19984,7462,810336,1,Date,trustee-certification_date-3,FALSE,df3eb71d-f8e9-4e19-95f0-494cfc5a7ef0,21,2,76,228,114,
810340,Signature,19984,7462,,4,Signature of Trustee,trustee-certification_signature-4,FALSE,b26f9bad-74ff-4b00-ba5e-294d08db4b92,21,2,183,314,149,
810343,SignatureDate,19984,7462,810340,1,Date,trustee-certification_date-4,FALSE,ace22e0b-a861-41bc-b242-4b01406dee09,21,2,76,498,114,
810345,SignatureDate,19984,7462,810347,1,Date,trustee-certification_date-5,FALSE,dc5209be-3ae9-4600-9e5d-ce2afea688fc,22,2,76,228,81,
810347,Signature,19984,7462,,5,Signature of Trustee,trustee-certification_signature-5,FALSE,be6d9423-d890-42b8-be0a-c982a32baf88,21,2,184,313,115,
810349,Signature,19984,7462,,6,Signature of Trustee,trustee-certification_signature-6,FALSE,6a92dee1-28e8-4b9b-a561-62dc07ad8f26,21,2,183,313,81,
810350,SignatureDate,19984,7462,810349,1,Date,trustee-certification_date-6,FALSE,9e108862-76dd-48f3-92de-dda605acc18d,21,2,75,499,81,
810356,SignatureDate,19984,7462,810358,1,Date,trustee-certification_date-1,FALSE,0d6e5827-5d68-4ade-838a-493708f954aa,21,2,76,228,149,
810358,Signature,19984,7462,,1,Signature of Trustee,trustee-certification_signature-1,FALSE,8de4bc96-bc93-446f-930a-118a0ca27865,20,2,184,43,150,
810360,Signature,19984,7462,,2,Signature of Trustee,trustee-certification_signature-2,FALSE,d6e9d6b9-ec12-42ac-8d32-76b224f77404,20,2,185,43,116,
810267,TextField,19887,7467,,2,Policy / Contract Number(s),plan-information_policy-number,FALSE,fac9c84e-d163-4d21-a24c-b0f12cc0dbdb,23,0,385,190,579,
810268,TextField,19887,7467,,3,,plan-information_signer-3,FALSE,bf4ce168-454c-4f47-b603-006b31603df7,19,0,219,356,450,
810269,TextField,19887,7467,,1,,plan-information_signer-1,FALSE,8fc37a4a-fb27-4c55-b3c3-e5fb22fbd72f,19,0,262,79,450,
810270,TextField,19887,7467,,1,Full Name of Plan,plan-information_name,FALSE,e9d69d6a-bbd6-4b5c-8599-5e3cc7f731ff,24,0,426,150,604,
810271,TextField,19887,7467,,2,,plan-information_signer-2,FALSE,22e374ed-e19e-4a51-99a9-0eaeef2d0f42,18,0,263,78,430,
810272,TextField,19887,7467,,3,Address of Plan,plan-information_address,FALSE,a74f2d42-a3c7-4254-95b1-84fa9bfa97b1,23,0,440,136,554,
810274,TextField,19887,7467,,4,,plan-information_signer-4,FALSE,669eefb2-c346-4435-ae02-b0dc56addde7,19,0,219,356,430,
810276,RadioGroup,19887,7467,,7,Signatures required by the Plan Documents to authenticate forms and/or requests on behalf of the Plan in connection with insurance/annuity products,plan-information_signatures-requiredgroup,FALSE,308ec915-f492-46d8-ae28-1808b1be7aa0,11,0,13,80,389,
810278,TextField,19887,7467,810292,1,Explain,plan-information_signatures-required__explain,FALSE,c377702d-ff92-4394-8548-7ac84fb4db97,18,0,389,169,333,
810288,TextField,19887,7467,,5,Date of Plan,plan-information_date,FALSE,d7ce579d-ea7a-4604-bf43-9cd4fe61a0fd,25,0,450,125,498,
810289,TextField,19887,7467,,4,Plan Tax Identification Number (TIN),plan-information_tin,FALSE,5df84be6-4e59-4852-98d5-0cd971bd09d3,26,0,342,233,525,
810290,RadioButton,19887,7467,810276,1,"Any of the current authorized signers of the Plan Administrator or any of the Trustees/Officers, acting alone",plan-information_signatures-required__acting-alone,FALSE,49945154-0536-407e-816c-76a40cb03a8b,,,,,,
810291,RadioButton,19887,7467,810276,2,"All of the authorized signers of the Plan Administrator and Trustees/Officers, acting together",plan-information_signatures-required__acting-together,FALSE,f6a44424-c72b-4534-b888-922605e82257,,,,,,
810292,RadioButton,19887,7467,810276,3,Other,plan-information_signatures-required__other,FALSE,fb977808-b6e9-4e4f-8e44-2c4ff35e2fe5,,,,,,
810273,Signature,19887,7469,,3,Signature of Plan Administrator/Trustee/Officer,signatures_signature-3,FALSE,2eb1d2e7-e571-442e-b90e-27bd008e6dc2,15,1,259,43,484,
810275,TextField,19887,7469,810273,1,Name and Title,signatures_name-title-3,FALSE,8c9501c7-0d7e-4f38-bfc7-6ee909c4cb70,17,1,165,306,482,
810277,SignatureDate,19887,7469,810273,2,Date,signatures_date-3,FALSE,ae129c8f-d8cb-4479-a26b-8cd9f2315c5c,14,1,95,475,483,
810279,Signature,19887,7469,,4,Signature of Plan Administrator/Trustee/Officer,signatures_signature-4,FALSE,dba17c59-131c-4377-a242-3db90b7f0b8f,16,1,259,42,456,
810280,TextField,19887,7469,810279,1,Name and Title,signatures_name-title-4,FALSE,a8eda2cd-296e-4771-9c57-b52a53a8ec46,17,1,165,306,455,
810281,Signature,19887,7469,,1,Signature of Plan Administrator/Trustee/Officer,signatures_signature-1,FALSE,75262449-1e5c-4116-9309-cd5c3825f2b6,14,1,259,43,538,
810282,TextField,19887,7469,810281,1,Name and Title,signatures_name-title-1,FALSE,557b44e5-eb94-4d62-be26-7d43a42b780a,17,1,165,306,536,
810283,SignatureDate,19887,7469,810279,2,Date,signatures_date-4,FALSE,23a421d8-7081-4dd3-bfb8-62a6e2996310,14,1,95,475,456,
810284,SignatureDate,19887,7469,810281,2,Date,signatures_date-1,FALSE,a3ec3acf-dab5-418d-985b-fffc6aa1c47e,15,1,93,475,537,
810285,Signature,19887,7469,,2,Signature of Plan Administrator/Trustee/Officer,signatures_signature-2,FALSE,8d06fb68-7867-4458-bf67-dd0dc4280c6c,14,1,260,44,510,
810286,TextField,19887,7469,810285,1,Name and Title,signatures_name-title-2,FALSE,f6e4acfb-7276-4b04-8f03-f7981499016a,17,1,165,306,509,
810287,SignatureDate,19887,7469,810285,2,Date,signatures_date-2,FALSE,9be8f632-cfae-423a-859b-8942121a23d0,14,1,94,475,509,
818752,TextField,19457,7474,,1,Contract Number(s),trust-information_contract-number,FALSE,e82ef835-b0c4-4c50-a429-a7a01ace2c82,24,0,429,144,533,
818753,TextField,19457,7474,818825,1,Explain,trust-information_signature-required__explain,FALSE,dfd5d6c9-3265-4544-ab43-015cc09d0495,21,1,443,131,515,
818754,TextField,19457,7474,,4,Original Trust Date,trust-information_original-date,FALSE,3bfe6b50-1448-48ec-9a9f-ae1920b717b7,16,0,321,254,434,
818755,RadioGroup,19457,7474,,14,Signature required by the Trust Agreement to authenticate forms and/or request on behalf of the Trust in connection with insurance products,trust-information_signature-required--group,FALSE,e42703b2-0306-41fe-9d3a-8c17d95d570b,13,1,13,49,539,
818756,TextField,19457,7474,,3,Contract Owner,trust-information_contract-owner,FALSE,252d1809-fcad-4411-8890-d2864c7a0339,22,0,524,49,460,
818757,TextField,19457,7474,,2,Full Name of Trust,trust-information_trust-name,FALSE,e3f8c741-2a73-4799-981b-826d78cc77d1,21,0,438,135,502,
818758,TextField,19457,7474,1242501,1,,trust-information_amended-date-1,FALSE,5c903488-d110-4be5-8e23-33a8413c93b8,18,0,106,254,414,
818759,RadioGroup,19457,7474,,15,Neither the insurance agent nor any person affiliated with the insurance agent is a beneficiary of the Trust.,trust-information_agent-beneficiarygroup,FALSE,126e1371-f9e9-4c24-b8de-68225393b629,13,1,13,50,481,
818760,TextField,19457,7474,1242501,2,,trust-information_amended-date-2,FALSE,57d7cda0-38c4-464e-a3fb-33c06e52d02e,17,0,106,361,415,
818762,TextField,19457,7474,1242501,3,,trust-information_amended-date-3,FALSE,c0298f34-2c56-4a7b-9ce4-1265785bd392,18,0,106,468,414,
818765,TextField,19457,7474,1242501,4,,trust-information_amended-date-4,FALSE,77e7513d-a052-4488-b278-592823f6da44,18,0,106,254,397,
818766,TextField,19457,7474,1242501,5,,trust-information_amended-date-5,FALSE,2025aa59-cb2a-4da9-b50a-190105a4b47d,18,0,106,361,397,
818769,TextField,19457,7474,1242501,6,,trust-information_amended-date-6,FALSE,85763c32-dc27-45ea-90c8-168d3e61cc04,18,0,106,468,397,
818770,TextField,19457,7474,,6,State that Governs the Trust,trust-information_state,FALSE,05bf26f6-5ef4-491f-a69b-1151b8678537,20,0,396,177,371,
818772,RadioGroup,19457,7474,,7,Type of Trust,trust-information_type--group,FALSE,34860e51-927c-4274-affb-ad5538d1a4cf,12,0,13,46,334,
818775,RadioGroup,19457,7474,,8,Trust Tax Identification Number (TIN),trust-information_tin--group,FALSE,3ded4c4b-68b9-4b8f-9bdf-f4acc7a9efe7,11,0,12,48,260,
818776,TextField,19457,7474,818827,1,,trust-information_tin__field,FALSE,16ed3126-1820-4da7-8a28-861f76cd551e,20,0,307,265,262,
818778,TextField,19457,7474,,9,Name of Settlor / Grantor of Trust,trust-information_settlor-1,FALSE,ac4a58f1-bd7e-4d1e-8555-8e0f39c3ede2,16,0,261,47,190,
818780,TextField,19457,7474,818778,1,Social Security Number,trust-information_ssn-1,FALSE,c9e8efec-b286-4181-a1ad-370871d05bfb,16,0,107,310,190,
818782,TextField,19457,7474,,10,Name of Settlor / Grantor of Trust,trust-information_settlor-2,FALSE,00c296ed-d3de-444c-bdb5-7b531fdf6f47,16,0,260,47,172,
818784,TextField,19457,7474,818782,1,Social Security Number,trust-information_ssn-2,FALSE,bf112833-5138-47e4-8dc0-e455eea17ec6,16,0,107,310,172,
818786,TextField,19457,7474,818782,2,Date of Birth,trust-information_dob-2,FALSE,def15c9e-aff0-49e5-9ef3-8125f854ebd8,18,0,64,422,172,
818788,RadioGroup,19457,7474,818782,3,Living or Deceased,trust-information_living-deceased-2--group,FALSE,77f928e9-6dea-4185-a5ca-b94c5b92d317,13,0,13,499,174,
818790,RadioGroup,19457,7474,818778,3,Living or Deceased,trust-information_living-deceased-1group,FALSE,1c2e22cc-419a-4a37-b8f5-28bf3ab6de30,12,0,13,499,192,
818792,TextField,19457,7474,818778,2,Date of Birth,trust-information_dob-1,FALSE,51351140-3598-4735-b026-de9e5dbdd354,17,0,66,420,190,
818794,TextField,19457,7474,1242502,1,,trust-information_trustee-1,FALSE,f7436c1a-6ad3-4dfb-b2be-0c7f1c690582,17,0,263,48,124,
818796,TextField,19457,7474,1242502,2,,trust-information_trustee-2,FALSE,daa4f4a7-05ca-466e-b36c-8f270aa73fcf,17,0,262,48,106,
818798,TextField,19457,7474,1242502,3,,trust-information_trustee-3,FALSE,e78f0e75-0474-4a6e-a269-859bca1b38d6,16,0,262,311,125,
818800,TextField,19457,7474,1242502,4,,trust-information_trustee-4,FALSE,fd2d4a06-8aad-48ca-9842-7f9a90636983,16,0,262,310,106,
818802,TextField,19457,7474,1242502,5,,trust-information_trustee-5,FALSE,c31c2613-b531-4ef1-bc6b-7d965029959a,17,0,262,49,89,
818803,TextField,19457,7474,1242502,6,,trust-information_trustee-6,FALSE,386d82a5-f5a4-49d4-bab1-ff073839b9f5,16,0,262,312,88,
818806,TextField,19457,7474,1242503,1,,trust-information_successor-1,FALSE,a87502f0-2b7a-46b9-97ae-f2618a65c51d,17,1,263,49,657,
818809,TextField,19457,7474,1242503,2,,trust-information_successor-2,FALSE,fc28feb6-0b38-441b-9c89-0d8e0ee22417,17,1,261,313,657,
818811,TextField,19457,7474,1242503,3,,trust-information_successor-3,FALSE,d86aa887-746b-4dab-8254-55b1a3a9620f,17,1,262,50,640,
818813,TextField,19457,7474,1242503,4,,trust-information_successor-4,FALSE,aa04742c-95e0-492f-ad34-5fd1498038a4,17,1,262,313,640,
818815,TextField,19457,7474,1242504,1,,trust-information_notary-1,FALSE,c00ecc46-fa9a-4476-9401-7ffc9633b464,17,1,262,50,602,
818817,TextField,19457,7474,1242504,2,,trust-information_notary-2,FALSE,1d88055b-3fce-4576-ad9f-f4a9ba566f1c,17,1,262,314,602,
818818,TextField,19457,7474,1242504,3,,trust-information_notary-3,FALSE,f804bb80-5f93-4814-b281-535ed67dfecd,17,1,261,50,584,
818819,TextField,19457,7474,1242504,4,,trust-information_notary-4,FALSE,f31815d6-9439-4ace-ae18-d44eb144d4f4,17,1,261,314,584,
818820,RadioButton,19457,7474,818755,1,"ANY of the current Trustees, acting alone",trust-information_signature-required__acting-alone,FALSE,04ab6ac1-a04f-4140-89dd-abbfecfbe89d,,,,,,
818821,RadioButton,19457,7474,818759,1,Agree,trust-information_agent-beneficiary__agree,FALSE,85de3d7a-16f3-492e-af0a-4421973fe5cf,,,,,,
818822,RadioButton,19457,7474,818755,2,"ALL of the Trustees, acting together",trust-information_signature-required__acting-together,FALSE,45357e9a-df38-4cc4-9d71-63d49c98caa1,,,,,,
818823,RadioButton,19457,7474,818759,2,Disagree,trust-information_agent-beneficiary__disagree,FALSE,a129e005-09f1-4bd8-9e72-54854daaa052,,,,,,
818824,RadioButton,19457,7474,818772,1,Revocable,trust-information_type__revocable,FALSE,bbd5204e-d8ca-4149-b94c-23e1a928a568,,,,,,
818825,RadioButton,19457,7474,818755,3,Other,trust-information_signature-required__other,FALSE,d5d16b23-659e-4985-bc1d-0b85ea170c99,,,,,,
818826,RadioButton,19457,7474,818772,2,Irrevocable,trust-information_type__irrevocable,FALSE,39f3430d-9519-484a-a60d-a94708205710,,,,,,
818827,RadioButton,19457,7474,818775,1,The Trust Tax Identification Number (TIN) is,trust-information_tin__has-number,FALSE,05da007d-e54c-4370-8d68-f335bbdaa7e8,,,,,,
818828,RadioButton,19457,7474,818772,3,Charitable Remainder,trust-information_type__charitable-remainder,FALSE,795a416c-ec13-47b6-949c-634e7eff8384,,,,,,
818829,RadioButton,19457,7474,818790,1,Living,trust-information_living-deceased-1__living,FALSE,1e6cfa3a-de55-4789-98e7-e5517b4306bd,,,,,,
818830,RadioButton,19457,7474,818788,1,Living,trust-information_living-deceased-2__living,FALSE,64854c1d-6bd0-496f-acab-de67cdf5c6ad,,,,,,
818831,RadioButton,19457,7474,818775,2,The Trust does not have a separate Tax Identification Number (TIN) and the personal TIN of the First Settlor/Grantor listed below is used.,trust-information_tin__no-number,FALSE,ffb6deb1-1192-4dc9-b4ad-cc56dfa45eda,,,,,,
818832,RadioButton,19457,7474,818790,2,Deceased,trust-information_living-deceased-1__deceased,FALSE,e55ad40d-6d40-451f-9d73-f67eb9502427,,,,,,
818833,RadioButton,19457,7474,818788,2,Deceased,trust-information_living-deceased-2__deceased,FALSE,85a9f088-7bd9-499f-bd3d-246969959a64,,,,,,
1242501,Group,19457,7474,,5,Amended Trust Dates,trust-information_amended--custom,TRUE,b92422b9-bad9-4004-af17-210f1e714f6d,,,,,,
1242502,Group,19457,7474,,11,Name(s) of all Current Trustees,trust-information_current-trustees--custom,TRUE,76f79a52-e43a-43dc-8e35-7b05bfbd2164,,,,,,
1242503,Group,19457,7474,,12,Name(s) of all Successor Trustee(s),trust-information_successor-trustees--custom,TRUE,1dde9c34-dd48-466a-aa8f-c9e4935d3ea3,,,,,,
1242504,Group,19457,7474,,13,Names of Notary and / or other witnesses of Trust,trust-information_notary--custom,TRUE,63b38d82-659c-4f22-8e5f-f85c265d74f2,,,,,,
818761,Checkbox,19457,7475,,1,"Check here if no individual will receive 25% or more of the Trust proceeds. If checked, go to Section C",beneficial-certification_trust-proceeds,FALSE,b85f172a-432b-4e21-b9b5-653d511699e1,12,1,12,35,287,
818763,TextField,19457,7475,,2,Name,beneficial-certification_name-1,FALSE,04c5c70d-d93e-4475-8111-fdfe0bd30697,26,1,205,37,200,
818764,TextField,19457,7475,818763,2,Social Security Number,beneficial-certification_ssn-1,FALSE,7cd7fd59-d76c-4b76-82b7-79ecce3a4719,25,1,115,317,201,
818767,TextField,19457,7475,818763,3,For Foreign Person(s): Passport Number and Country of Issuance or other similar identification number*,beneficial-certification_foreign-id-1,FALSE,a6ae3f15-4933-4fa2-bc7d-dde421a96940,26,1,142,434,201,
818768,TextField,19457,7475,818773,1,Date of Birth,beneficial-certification_dob-2,FALSE,ac4ae8c5-7316-4081-85bc-b42899366338,26,1,74,243,174,
818771,TextField,19457,7475,818763,1,Date of Birth,beneficial-certification_dob-1,FALSE,8e5b29b9-90d5-4b2c-9e5f-c13d71fdba24,26,1,74,243,200,
818773,TextField,19457,7475,,3,Name,beneficial-certification_name-2,FALSE,e357314c-4571-4c36-81e9-f6e81258b5b0,26,1,204,36,173,
818774,TextField,19457,7475,818773,2,Social Security Number,beneficial-certification_ssn-2,FALSE,12885b74-240b-4f04-8125-fc91551000c6,25,1,113,318,174,
818777,TextField,19457,7475,,4,Name,beneficial-certification_name-3,FALSE,888f9cd2-28a3-42f5-a621-667e36f5c284,26,1,205,36,146,
818779,TextField,19457,7475,818773,3,For Foreign Person(s): Passport Number and Country of Issuance or other similar identification number*,beneficial-certification_foreign-id-2,FALSE,fb42b683-969c-434a-862e-e65092f18f5f,27,1,141,434,173,
818781,TextField,19457,7475,818777,1,Date of Birth,beneficial-certification_dob-3,FALSE,7c80ef0f-09a4-479c-a89e-f05d0a0523d8,27,1,74,243,146,
818783,TextField,19457,7475,818777,2,Social Security Number,beneficial-certification_ssn-3,FALSE,f5347e3d-40cc-49ca-9ede-cea3da658dc6,25,1,114,318,147,
818785,TextField,19457,7475,818777,3,For Foreign Person(s): Passport Number and Country of Issuance or other similar identification number*,beneficial-certification_foreign-id-3,FALSE,79a3ed9f-6259-4c9a-974f-c69406170a2f,27,1,141,434,146,
818787,TextField,19457,7475,,5,Name,beneficial-certification_name-4,FALSE,8c6f5eb9-47d5-4a4c-a0cd-dc3ee1eff1c0,26,1,203,37,118,
818789,TextField,19457,7475,818787,1,Date of Birth,beneficial-certification_dob-4,FALSE,9383bfdd-a462-4f8d-b1c9-84a05ebd6dbe,26,1,73,244,120,
818791,TextField,19457,7475,818787,2,Social Security Number,beneficial-certification_ssn-4,FALSE,e7f941c0-6827-40bb-9ca1-0ee02ed8ce02,26,1,114,318,120,
818793,TextField,19457,7475,818787,3,For Foreign Person(s): Passport Number and Country of Issuance or other similar identification number*,beneficial-certification_foreign-id-4,FALSE,117ce5a5-8843-4bba-824b-7180a19bcf0a,25,1,142,434,120,
818795,Signature,19457,7476,,1,Signature of Trustee,trustee-certification_signature-1,FALSE,7b294055-f91d-4fce-af3e-e09cd0d42296,21,2,184,44,149,
818797,SignatureDate,19457,7476,818795,1,Date,trustee-certification_date-1,FALSE,2436308b-4eee-4297-9455-5a7206af5fee,22,2,78,227,148,
818799,Signature,19457,7476,,2,Signature of Trustee,trustee-certification_signature-2,FALSE,fc6cb7f5-e663-47c1-aced-2c57446d4c99,22,2,182,44,115,
818801,SignatureDate,19457,7476,818799,1,Date,trustee-certification_date-2,FALSE,f60e4ccd-3c0f-4cd7-9ffa-15e2965e3208,22,2,78,497,148,
818804,Signature,19457,7476,,3,Signature of Trustee,trustee-certification_signature-3,FALSE,d93ae389-cde0-44c1-8c1a-490f265834e1,21,2,182,44,81,
818805,SignatureDate,19457,7476,818804,1,Date,trustee-certification_date-3,FALSE,d78835c4-af6b-430f-9891-43e5f77ef106,22,2,77,229,115,
818807,Signature,19457,7476,,4,Signature of Trustee,trustee-certification_signature-4,FALSE,c5098ba6-d0c1-4f33-bd5e-4c630dcb30f5,23,2,183,313,147,
818808,SignatureDate,19457,7476,818807,4,Date,trustee-certification_date-4,FALSE,def4986c-e1b5-40c3-9fb2-e15fc9cb7b77,22,2,78,497,115,
818810,Signature,19457,7476,,5,Signature of Trustee,trustee-certification_signature-5,FALSE,4a46cf6b-449f-43a3-af20-d3c4c7541575,21,2,183,313,116,
818812,SignatureDate,19457,7476,818810,5,Date,trustee-certification_date-5,FALSE,581a786f-54e1-413e-8b9d-49a33ebb281d,22,2,77,228,80,
818814,Signature,19457,7476,,6,Signature of Trustee,trustee-certification_signature-6,FALSE,89a86ffe-a3de-406d-a20b-a4adf177751e,22,2,182,314,80,
818816,SignatureDate,19457,7476,818814,6,Date,trustee-certification_date-6,FALSE,cad4d0f6-edf6-4932-a487-d27b1343345f,22,2,78,498,79,
807850,TextField,1247,7477,,1,Full Name,annuitant-information_full-name,FALSE,94b74224-2ccd-405f-b072-a577013db310,15,0,394,36,684,
807851,TextField,1247,7477,,3,Home Address - number and street or rural route,annuitant-information_home-address,FALSE,8894eb80-b054-4076-b94e-784841138e30,15,0,394,36,660,
807852,TextField,1247,7477,,2,Social Security Number,annuitant-information_ssn,FALSE,8f2794b3-2975-4d87-932e-c05ea77d5af0,15,0,142,432,684,
807856,TextField,1247,7477,,4,Annuity Contract Claim or I.D. Number,annuitant-information_claim-id,FALSE,5f0dfaa6-012d-4631-92c9-b7c3df6af1fb,15,0,142,432,660,
807858,TextField,1247,7477,,5,City or Town,annuitant-information_city,FALSE,9c372127-378f-417f-b71d-d73c2902b4a5,15,0,279,36,636,
807859,TextField,1247,7477,,6,State,annuitant-information_state,FALSE,31d01564-0a4c-4fd8-8750-813d40f9cee7,15,0,34,317,636,
807861,TextField,1247,7477,,7,ZIP Code,annuitant-information_zip,FALSE,990de257-0bdd-4646-ac3e-b40f12618ad3,15,0,77,353,636,
807863,TextField,1247,7477,,8,Telephone Number (with area code),annuitant-information_phone,FALSE,7cc1f380-aa39-414f-9397-9112c69996b3,15,0,142,432,636,
807853,Checkbox,1247,7478,807867,2,Check this box and enter an extra amount to be withheld per distribution,election_withhold__extra,FALSE,4b3c662e-5ccc-4227-b5fb-1b31cf822715,9,0,8,65,550,
807854,RadioGroup,1247,7478,807867,1,Withholding Percentage,election_withhold--group,FALSE,4fda9d02-8e62-45bb-a3d8-f07d60e6c9af,9,0,8,65,574,
807857,TextField,1247,7478,807853,1,Amount,election_withhold__extra-amount,FALSE,3acfae95-16dd-462e-9237-43b89ada2550,11,0,87,488,551,
807862,RadioGroup,1247,7478,,1,Check either box 1 or box 2,election--group,FALSE,8ba76a01-e86a-4e95-8c15-5eafc803946f,9,0,8,37,598,
